Date		Location	Operator	Fatalities	On-board
5-Sep-1936	Near Pittsburgh	Pennsylvania	Pittsburgh Skyways Inc.	10	11
25-Sep-1936		English Channel	Imperial Airways	2	2
28-Sep-1936	Benghazi	Libya	Ala Littoria SA	9	10
28-Sep-1936	Walsenberg	Colorado	Varney Air Lines	3	3
29-Sep-1936	Napierville	Illinois	Blue Bird Air Service	4	4
6-Oct-1936		Mexico	Mexicana	1	1
9-Oct-1936		?	North Sea Aerial and General Transport	1	1
1-Nov-1936	Near Tabarz	Germany	Deutsche Lufthansa	11	15
17-Nov-1936	Nurnberg	Germany	Deutsche Lufthansa	4	16
19-Nov-1936	London	England	British Airways	2	4
4-Dec-1936	Near Grenoble	France	Deutsche Lufthansa	6	6
6-Dec-1936		Near Moscow	Deruluft	9	14
7-Dec-1936	Off Dakar	French West Africa	Air France	5	5
9-Dec-1936	Croydon	England	KLM Royal Dutch Airlines	15	17
15-Dec-1936	Near Salt Lake City	Utah	Western Air Express	7	7
18-Dec-1936	Kellogg	Idaho	Northwest Orient Airlines	2	2
19-Dec-1936	Near Milford	Pennsylvania	Eastern Air Lines	14	14
23-Dec-1936	Near Dallas	Texas	Braniff Airways	6	6
26-Dec-1936	Nanking	China	China National Aviation Corporation	?	?
27-Dec-1936	Newhall	California	United Air Lines	12	12
11-Jan-1937	"Near Playa V icente , Veracruz"	Mexico	Mexicana	9	9
12-Jan-1937	Near Newhall	California	Western Air Express	5	13
26-Jan-1937	Oran	Algeria	Sabena	12	12
9-Feb-1937	Off San Francisco	California	United Air Lines	11	11
19-Feb-1937	"McPherson Ranges , Queensland"	Australia	Airlines of Australia	5	7
12-Mar-1937	Bathurst	Gambia	Deutsche Lufthansa	4	4
24-Mar-1937	Near Ouroux	France	Imperial Airways	5	6
25-Mar-1937	Clifton	Pennsylvania	Trans Continental and Western Air	13	13
26-Mar-1937	Wetnum	Germany	Deutsche Lufthansa	2	6
6-May-1937	Lakehurst	New Jersey	Deutsche Zeppelin Reederei	35	97
20-May-1937	Stuttgart	Germany	Deutsche Lufthansa	4	4
2-Jun-1937		Chile	Linea Aerea Nacional de Chile	9	9
2-Jul-1937	Off Lae	New Guinea	Private - Purdue Reasearch Foundation	2	2
28-Jul-1937	Hal	Belgium	KLM Royal Dutch Airlines	15	15
2-Aug-1937	Wadi Halfa	Sudan	Ala Littoria	9	9
3-Aug-1937	Off Cristobal	Panama	Pan American Grace Airways	14	14
8-Aug-1937	"Chilang Point , Bias Bay"	China	China National Aviation Corporation	3	11
10-Aug-1937	Daytona Beach	Florida	Eastern Air Lines	4	9
23-Aug-1937	San Luis	Argentina	Pan American Grace Airways	3	3
27-Aug-1937	Wau	Australia	Guinea Airways	1	2
1-Oct-1937	Phaleron Bay	Greece	Imperial Airways	2	14
6-Oct-1937	Palembang	Netherlands Indies	KLM Royal Dutch Airlines	4	11
17-Oct-1937	Haydens Peak	Wyoming	United Air Lines	19	19
26-Oct-1937		Off Western Africa	Air France	6	6
12-Nov-1937	Mannheim	Germany	Deutsche Lufthansa	10	12
16-Nov-1937	Ostende	Belgium	Sabena	11	11
26-Nov-1937	Croydon	London	Deutsche Lufthansa	3	3
5-Dec-1937	Brindisi Harbor	Italy	Imperial Airways	2	19
8-Dec-1937	Saint Sauveur	France	Air France	2	7
24-Dec-1937	Kasperske Hory	Czechoslovakia	Air France	3	3
4-Jan-1938	Frankfurt	Germany	Deutsche Lufthansa	6	6
10-Jan-1938	Bozeman	Montana	Northwest Orient Airlines	10	10
11-Jan-1938	Pago Pago	U.S. Samoa	Pan American World Airways	7	7
12-Jan-1938	"North Pine , Ontario"	Canada	General Airways	1	1
2-Feb-1938	Off San Clemente Island	California	Military - U.S. Navy / Military - U.S. Navy	11	14
5-Feb-1938	Kandalaksha	Russia	TsAGI	13	19
9-Feb-1938	Marseille	France	Air France	8	12
9-Feb-1938	Guadalupe	Mexico	Mexicana	2	2
13-Feb-1938		Mediterranean Sea	Ala Littoria SA	14	14
22-Feb-1938	Pontoise	France	Deutsche Lufthansa	3	3
1-Mar-1938	Near Wawona	Cailifornia	Trans Continental and Western Air	9	9
7-Mar-1938	Datia	India	Air France	7	7
8-Mar-1938	Somerton	Australia	Australian National Airways	1	1
23-Mar-1938	Corsavy	France	Air France	8	8
30-Apr-1938	Near Formia	Italy	Ala Littoria	19	19
5-May-1938	Balbuena	Mexico	Lineas A�reas Mineras	1	6
10-May-1938	Mangere	New Zealand	United Airways of New Zealand	2	2
16-May-1938	Near Saugus	California	Northwest Orient Airlines	9	9
22-May-1938	Sao Paulo	Brazil	Cruzeiro do Sul	2	17
24-May-1938	Cleveland	Ohio	United Air Lines	10	10
27-May-1938		Germany	Deutsche Lufthansa	3	3
27-May-1938	"Alberno Canal , BC"	Canada	Ginger Coote Airways	1	1
8-Jun-1938		Tanganyika	Wilson Airways	3	3
19-Jun-1938	Mount  Mercedario	Chile	Pan American Grace Airways	4	4
8-Jul-1938	Billings	Montana	Northwest Orient Airlines	10	10
14-Jul-1938	Off Sardinia	Italy	Ala Littoria	20	20
22-Jul-1938	Stulpica	Romania	LOT Polish Airlines	14	14
24-Jul-1938		Near Bogota Colombia	Military - Colombian Army	1	1
27-Jul-1938	Kisumu	Kenya	Imperial Airways	4	4
29-Jul-1938		Pacific Ocean between Manila and Guam	Pan American World Airways	15	15
10-Aug-1938	Debrecen	Hungary	Magyar Legiforagalmi	12	12
10-Aug-1938	Shishijima	Japan	Dai Nippon	6	6
12-Aug-1938	"Near San Andres Tuxtla , VeraCruz"	Mexico	Mexicana	11	11
13-Aug-1938	Kiel	Germany	CSA Czech Airlines	16	17
15-Aug-1938	Guanabara	Brazil	Syndicato Condor	9	9
18-Aug-1938	Bucharest	Romania	LOT Polish Airlines	7	7
18-Aug-1938	Montnago	Italy	Macchi	15	15
24-Aug-1938	Tokyo	Japan	Japan Air / Japan Flying School	5	5
24-Aug-1938	Wangmoon	China	China National Aviation Corporation	14	17
29-Aug-1938	Innisfail	Australia	North Queensland Airways	5	9
29-Aug-1938	Near Tucumcari	New Mexico	Transcontinental &Western Air	5	5
1-Oct-1938	Off Bathurst	Gambia	Deutsche Lufthansa	4	4
1-Oct-1938	Grisons	Switzerland	Deutsche Lufthansa	14	14
10-Oct-1938	Soest	Germany	Sabena	20	20
25-Oct-1938	Mt. Dandenong	Australia	Australian National Airways	18	18
2-Nov-1938	Somerset	England	British Airways	2	2
4-Nov-1938	Channel Islands	Jersey	Jersey Airways	14	14
14-Nov-1938	Schiphol	Amsterdam	KLM Royal Dutch Airlines	6	19
18-Nov-1938	"Regina , Saskatchewan"	Canada	Trans Canada Air Lines	2	2
26-Nov-1938	Bathurst	Gambia	Deutsche Lufthansa	11	15
27-Nov-1938	Bagdad	Iraq	Imperial Airways	4	6
29-Nov-1938	Off Point Reyes	California	United Air Lines	5	7
2-Dec-1938	Mexico City	Mexico	Mexicana	8	8
8-Dec-1938		East China Sea	Japan Aviation Corporation	10	15
8-Dec-1938	Off Kubashima	Japan	Japan Aviation Corporation	10	12
9-Dec-1938	Amsterdam	Netherlands	KLM Royal Dutch Airlines	4	4
12-Dec-1938	Darwin	Australia	Qantas	13	13
7-Jan-1939	Paris	France	Swissair	5	9
13-Jan-1939	Miles City	Montana	Northwest Orient Airlines	4	4
13-Jan-1939	Rio de Janeiro	Brazil	Syndicato Condor	9	9
18-Jan-1939	Katherine	Australia	Guinea Airways	4	4
21-Jan-1939		Atlantic Ocean between N.Y. and Bermuda	Imperial Airways	3	13
12-Feb-1939		Alaska	Marine Airways	6	6
24-Feb-1939	Near Roubien	France	Deutsche Lufthansa	10	10
14-Mar-1939	Haren	Belgium	Sabena	3	3
16-Mar-1939	Manzanares	Colombia	Deutsche Lufthansa	8	8
18-Mar-1939	Near Adler	Washington	Boeing Aircraft Company	10	10
26-Mar-1939	Oklahoma City	Oklahoma	Braniff Airlines	8	12
3-Apr-1939	Near Marrakech	Morocco	Air France	9	9
1-May-1939		Mocambique	Imperial Airways	2	6
2-May-1939	Near Marrakech	Morocco	Air France	9	9
8-May-1939	Guayaquil	Ecuador	Military - Ecuadorian Air Force	1	1
6-Jun-1939	Schiphol	Amsterdam	KLM Royal Duch Airlines	0	4
10-Jun-1939	Vlissingen	The Netherlands	KLM Royal Dutch Airlines	3	3
20-Jul-1939	Konstanz	Switzerland	Swissair	6	6
4-Aug-1939	Barcelona	Spain	Deutsche Lufthansa	7	7
13-Aug-1939	Rio de Janerio	Brazil	Pan American World Airways	14	16
15-Aug-1939	Off Copenhagen	Denmark	British Airways	5	6
28-Aug-1939	Lahore	India	Indian National Airways	2	2
30-Aug-1939	Hannover	Germany	Deutsche Lufthansa	7	7
26-Sep-1939		North Sea	KLM Royal Dutch Airlines	1	20
20-Nov-1939	Gosport	England	British Airways	2	2
18-Dec-1939		South of Gibraltar	Iberia Airlines	10	10
21-Dec-1939		Off Malta-Luqa	Imperial Airways	5	11
24-Dec-1939	Mogador	Morocco	Linee Aeree Italiane	7	7
22-Jan-1940	Denpasar	Indonesia	KNILM	8	9
10-Feb-1940	Near Cosenza	Italy	Ala Littoria SA	10	10
27-Feb-1940	Near Bucaramanga	Columbia	SCADTA	11	11
1-Mar-1940		Gulf of Oman	Imperial Airways	8	8
16-Mar-1940	Stromboli Island	Italy	Aviolinee	5	5
22-Apr-1940	Near Loch Lomond	Scotland	British Overseas Airways	3	3
2-Jun-1940	El Segundo	California	Douglas Aircraft Company	5	5
14-Jun-1940	"Off Prangli Island , Gulf of Finland"	Estonia	Aero O-Y	9	9
20-Jun-1940	Near Ouistreham	France	Air France	1	1
7-Jul-1940		Gulf of Tonkin	Air France	?	?
9-Aug-1940	Hannover	Germany	Deutsche Lufthansa	2	13
13-Aug-1940	Near Canberra	Australia	Military - Royal Australian Air Force	10	10
23-Aug-1940	Cluj	Romania	LARES	15	15
31-Aug-1940	Near Lovettsville	Virginia	Pennsylvania Central Airlines	25	25
29-Oct-1940	Near Changyi	China	China National Aviation Corporation	9	14
29-Oct-1940	Berlin	Germany	Deutsche Lufthansa	2	15
4-Nov-1940	Near Rincon	Bolivia	Lloyd Aero Boliviano SA	17	17
4-Nov-1940	Near Centerville	Utah	United Air Lines	10	10
8-Nov-1940	Rio de Janeiro	Brazil	VASP	18	18
8-Nov-1940	Brandenburg	Germany	Deutsche Lufthansa	29	29
27-Nov-1940		Mediterranean Sea	Air France	6	6
4-Dec-1940	Chicago	Illinois	United Air Lines	10	16
10-Jan-1941		Mediterranean Sea	LATI	16	16
15-Jan-1941	Off  Fernando de Noronha	Brazil	LATI	10	10
17-Jan-1941	Near Nagyvarad	Hungary	Malert Airlines	12	16
20-Jan-1941	Near Kian	China	China National Aviation Corporation	5	6
23-Jan-1941	Near Robertson	Missouri	Trans Continental and Western Air	2	13
6-Feb-1941	"Armstrong , ON"	Canada	Trans Canada Air Lines	12	12
26-Feb-1941	Atlanta	Georgia	Eastern Air Lines	9	16
1-Mar-1941	Trontheim	Norway	Deutsche Lufthansa	3	12
28-Mar-1941	Elands Bay	South Africa	South African Airways	10	10
3-Jun-1941		Atlantic Ocean	Great Western and Southern Air Lines	6	6
18-Jun-1941	Bucharest	Romania	LARES	15	15
21-Jun-1941		Sea of Japan	Manchurian Air Lines	18	18
10-Aug-1941	Arran	Scotland	Military -Royal Air Force	22	22
14-Aug-1941	Ayr	Scotland	Military - Royal Air Force	22	22
18-Aug-1941	Near Sao Paulo	Brazil	Panair do Brasil	8	12
1-Sep-1941	Bollemont	France	Air France	14	16
1-Sep-1941	"Campbeltown , Argyll"	Scotland	British Overseas Airways	10	10
3-Oct-1941	San Juan	Puerto Rico	Pan American World Airways	2	15
28-Oct-1941	Near Petrich	bulgaria	Deutsche Lufthansa	13	13
30-Oct-1941	Near Moorhead	Minnesota	Northwest Orient Airlines	14	15
30-Oct-1941	"St. Thomas , Ontario"	Canada	American Airlines	20	20
11-Dec-1941	Miami	Florida	Pan American Airways	3	3
16-Jan-1942	Near Las Vegas	Nevada	Trans Continental and Western Air	22	22
20-Jan-1942	Manado	Indonesia	Military - Royal Australian Air Force	11	11
26-Jan-1942	Kupang	Timor	KNILM	5	5
30-Jan-1942	Near Kupang	Timor	Qantas	13	18
14-Feb-1942		?	China National Aviation Corporation	?	?
15-Feb-1942	"English Channel , near Plymouth"	England	British Overseas Airways	9	9
20-Feb-1942	"Off Belmont , Brisbane"	Australia	Qantas	9	9
28-Feb-1942		Indian Ocean	British Overseas Airways	20	20
3-Mar-1942	Wyndham	Australia	KNILM	8	12
3-Mar-1942	Off Broome	Australia	Military - U.S. Army Air Force	19	33
14-Mar-1942	Kunming	China	China National Aviation Corporation	13	17
21-Apr-1942	Pine Creek	Australia	Guinea Airways Limited	12	12
1-May-1942	Salt Lake City	Utah	United Air Lines	17	17
12-May-1942	Miles City	Montana	Northwest Orient Airlines	3	14
19-May-1942	Near Rome	Italy	LATI	20	20
1-Jul-1942	Near Premier	West Virginia	Military - U.S. Army Air Forces	21	21
7-Jul-1942	Off Broken Head	Australia	Military - Royal Australian Air Force	10	10
20-Jul-1942	Llanfair	England	Military - Royal Air Force	13	13
13-Aug-1942	Algiers	Algeria	Air France	4	?
21-Aug-1942		?	Deutsche Lufthansa	4	4
22-Aug-1942		Trinidad	KLM Royal Dutch Airlines	13	13
23-Aug-1942	Invergordon	England	Military - Royal Air Force	13	14
25-Aug-1942	Near Dunbeath	Scotland	Military - Royal Air Force	13	14
14-Sep-1942		Off West Africa	British Overseas Airways	18	18
27-Sep-1942	Ameur el Ain	Algeria	Air France	25	25
28-Sep-1942	Near Sao Paulo	Brazil	Panair do Brasil SA	15	15
1-Oct-1942	Near Coamo	Puerto Rico	Military - U.S. Army Air Forces	22	22
1-Oct-1942	Kunming	China	China National Aviation Corporation	?	?
3-Oct-1942	Botwood	Newfoundland	American Export Airlines	11	37
22-Oct-1942	Budapest	Romania	Deutsche Lufthansa	17	17
23-Oct-1942	Palm Springs	California	American Airlines / Military - USAF	12	13
30-Oct-1942		Norway	Military - Royal Air Force	10	10
17-Nov-1942	Near Kranoyarsk	Russia	Kranoyarskie Vozhjushnye Trassy	20	20
12-Dec-1942	Near Tashkent	Russia	Aeroflot	36	36
15-Dec-1942	Fairfield	Utah	Western Airlines	17	19
19-Dec-1942	Near Vienna	Austria	DDL	18	18
20-Dec-1942	"Near Chilliwack , British Columbia"	Canada	Canadian Pacific Air Lines	13	13
9-Jan-1943	"Near Cabo Ruivo , Marine Base , Lisbon"	Portugal	British Overseas Airways	13	15
15-Jan-1943	Near Paramarino	Dutch Guyana	Military - U.S. Army Air Forces	35	35
18-Jan-1943	Off the Brazilian coast	Atlantic Ocean	Military - U.S. Army Air Forces	26	26
21-Jan-1943	Ukiah	California	Pan American World Airways	19	19
22-Jan-1943	Near Chaparra	Peru	Pan American Grace Airlines	14	15
9-Feb-1943	Near Gander	Newfoundland	British Overseas Airways	19	21
18-Feb-1943	Seattle	Washington	Private - Boeing Aircraft Company	10	10
22-Feb-1943	Lisbon	Portugal	Pan American World Airways	25	39
11-Mar-1943	Luishui	China	China National Aviation Corporation	3	3
13-Mar-1943	Himalaya	China	China National Aviation Corporation	3	3
27-Mar-1943	"Archerfield Aerodrome , Queensland"	Australia	Military - Royal Australian Air Force	24	24
4-Apr-1943		North Sea	British Overseas Airways	7	7
22-Apr-1943	Off Port Moresby	New Guinea	Qantas	13	31
1-Jun-1943		Off the coast of France	British Overseas Airways	17	17
7-Jun-1943	Red Springs	North Carolina	Military - U.S. Army Air Forces	20	20
14-Jun-1943	"Near Mackay , OLD"	Australia	Military - U.S. Army Air Forces	40	41
16-Jun-1943	Khartoum	Sudan	British Overseas Airways	17	17
30-Jun-1943	Khartoum	Sudan	British Overseas Airways	16	16
4-Jul-1943		Gibraltar	?	12	13
28-Jul-1943	Brandon Head	Ireland	British Overseas Airways	10	19
28-Jul-1943	Trammel	Kentucky	American Airlines	20	22
1-Aug-1943	Ploesti	Romania	Military - U.S. Army Air Forces	10	10
7-Aug-1943	Off Townsville	Australia	Military - U.S. Air Force	27	27
11-Aug-1943	Fort Hertz	China	China National Aviation Corporation	3	3
27-Aug-1943	Rio de Janeiro	Brazil	VASP	18	21
27-Aug-1943		North Sea	Aktiebolaget Aerotransport	7	7
10-Sep-1943	Off Galveston	Texas	Military - U.S. Army Air Forces	22	22
20-Sep-1943	Near Maxton	North Carolina	Military - U.S. Army Air Forces	25	25
22-Sep-1943	Near Calcutta	India	Military - U.S. Army Air Forces	20	20
15-Oct-1943	Near Centerville	Tennessee	American Airlines	15	15
19-Oct-1943	"St. Donat , Quebec"	Canada	Military - Royal Canadian Air Force	24	24
22-Oct-1943	Columbus	Georgia	Military - U.S. Army Air Forces	20	20
22-Oct-1943	Hallo	Sweden	AB Aerotransport	13	15
5-Nov-1943		Eastern Libya	British Overseas Airways	19	19
8-Nov-1943	Poona	India	Military - Indian Air Force	1	1
19-Nov-1943	Kunming	China	China National Aviation Corporation	3	3
19-Nov-1943	Kunming	China	China National Aviation Corporation	2	3
26-Nov-1943	Port Moresby	New Guinea	Qantas	15	15
17-Dec-1943	Off Montrose	Scotland	British Overseas Airways	10	10
18-Dec-1943	Suifu	China	China National Aviation Corporation	3	3
19-Dec-1943	Canal Creek	Australia	Military - U.S. Air Force	31	31
29-Dec-1943	Lakeside	Utah	Military - U.S. Army Air Forces / Military - U.S. Army Air Forces	25	25
15-Jan-1944	Belgrad	Yugoslavia	Deutsche Lufthansa	5	5
10-Feb-1944	Near Quelimane	Mozambique	DETA	14	14
10-Feb-1944	Memphis	Tennessee	American Airlines	24	24
20-Feb-1944		China	China National Aviation Corporation	2	2
21-Feb-1944	Eubeoa	Greece	Deutsche Lufthansa	16	16
22-Mar-1944		New Guinea	Military - U.S. Army	21	21
6-Apr-1944	Near Nome	Alaska	Pan American World Airways	6	6
17-Apr-1944	Belgrad	Yugoslavia	Deutsche Lufthansa	5	7
21-Apr-1944	Frederikstad	Norway	Deutsche Lufthansa	9	20
25-Apr-1944	Montreal	Canada	Military - Royal Air Force	16	16
26-May-1944	Between Calcutta to Dinjan	China	China National Aviation Corporation	12	12
27-May-1944	Off Calcutta	India	China National Aviation Corporation	14	14
6-Jun-1944	Flamanville	France	Military - U.S. Army Air Forces	22	22
6-Jun-1944	Barneville	France	Military - U.S. Army Air Forces	22	22
6-Jun-1944	Carentan	France	Military - U.S. Army Air Forces	22	22
8-Jun-1944	Kunming	China	China National Aviation Corporation	6	6
18-Jun-1944	Kweilin	China	China National Aviation Corporation	2	4
20-Jun-1944	Porto Alegre	Brazil	Varig	10	10
11-Jul-1944	Portland	Maine	Military - U.S. Army	2	2
23-Jul-1944	Off Port Moresby	Papua New Guinea	Military - US Navy	17	17
26-Jul-1944		North Atlantic Ocean	Military - U.S. Army Air Forces	26	26
27-Jul-1944	Port Logan	Scotland	Military - U.S. Army Air Forces	22	22
31-Jul-1944	"Funafuti , Gilbert Islands"	Pacific Ocean	Pan American Airways	22	24
3-Aug-1944	Naper	Nebraska	Military - U.S. Army Air Forces	28	28
8-Aug-1944	Off Antilla	Cuba	Pan American World Airways	17	31
12-Aug-1944	Blythburgh	England	Military - U.S. Navy	2	2
23-Aug-1944	Freckelton	England	Military - U.S. Air Force	3	3
28-Aug-1944	Preswick	Scotland	Military - U.S. Army Air Forces	20	20
29-Aug-1944	Near Lipkoping	Sweden	British Overseas Airways	11	15
30-Aug-1944	Sao Paulo	Brazil	Panair do Brasil	18	18
2-Sep-1944	Belgrad	Yugoslavia	Deutsche Lufthansa	5	5
7-Sep-1944	"Near Mossman , Queensland"	Australia	Military - Royal Netherlands East Indies Air Force	20	20
17-Sep-1944	Copeland	Kansas	Military - U.S. Army	13	13
18-Sep-1944		Alaska	U. S. Air Force	19	19
21-Sep-1944	Rio Doce	Brazil	Panair do Brasil	17	17
27-Sep-1944	Near Dijon	France	Deutsche Lufthansa	9	9
7-Oct-1944	Near Sadiya	India	China National Aviation Corporation	3	3
10-Oct-1944		Bosnia	Deutsche Lufthansa	7	7
11-Oct-1944	Sydney	Australia	Qantas	1	30
16-Oct-1944	Telemark	Norway	Deutsche Lufthansa	15	15
17-Oct-1944		Hungary	Deutsche Lufthansa	1	9
18-Oct-1944	Birkenhead	England	Military - U.S. Army Air Forces	24	24
4-Nov-1944	Hanford	California	Trans Continental and Western Air	24	24
7-Nov-1944	Off Hampton Roads	Virginia	Military - US Navy	13	13
9-Nov-1944	Seljord	Norway	Military - U.S. Army Air Corps	?	?
10-Nov-1944	"Near Kumming , Yunan"	China	CATC	20	20
19-Nov-1944	Lewes	England	Military - U.S. Army Air Forces	25	30
29-Nov-1944	Off Falsterbo	Sweden	Deutsche Lufthansa	10	10
29-Nov-1944	Tegucigalpa	Nicaragua	TACA	16	16
29-Nov-1944	Nairobi	Kenya	BOAC	11	11
30-Nov-1944	Dinjan	China	China National Aviation Corporation	3	3
1-Dec-1944	Van Nuys	California	Trans Continental and Western Air	9	17
3-Dec-1944		Atlantic Ocean	Trans-Canada Air Lines	5	5
15-Dec-1944		English Channel	Military - U.S. Army Air Forces	3	3
6-Jan-1945	Near Dinjan	India	China National Aviation Corporation	4	4
8-Jan-1945	Port of Spain	Trinidad	Pan American World Airways	23	30
10-Jan-1945	Burbank	California	American Airlines	24	24
14-Jan-1945		China	China National Aviation Corporation	4	6
16-Jan-1945	Near Kunming	China	China National Aviation Corporation	3	3
23-Jan-1945	Timor	Indonesia	Military - Royal Australian Air Force	11	11
31-Jan-1945	Redesdale	Australia	Australian National Airways	10	10
2-Feb-1945	Near Montieri	Italy	Military - U.S. Army Air Forces	23	26
6-Feb-1945	Nunters Burgh	England	Military -Royal Air Force	23	23
13-Feb-1945	Off Oakland	California	Military - U.S. Navy	24	24
15-Feb-1945	Lagoa Santa	Brazil	Navegacao Aerea Brasileira	11	11
23-Feb-1945	Snezka mountains	Poland	Military - German Army	24	28
23-Feb-1945	Marion	Virginia	American Airlines	17	22
23-Feb-1945	Casablanca	Morocco	Military - United States Army Air Force	13	30
27-Mar-1945	Coral Sea	off Australia	Military - U.S. Air Force	24	24
9-Apr-1945	Kunming	China	China National Aviation Corporation	3	3
14-Apr-1945	Morgantown	West Virginia	Pennsylvania Central Airlines	20	20
19-Apr-1945	Near Perth	Australia	Military - U.S. Navy	13	13
20-Apr-1945	Sweetwater	Texas	Military - U.S. Army Air Forces	25	25
20-Apr-1945	Near Steinreich	Germany	Lufthansa	18	20
21-Apr-1945	Near Piesenkofen	Germany	Deutsche Lufthansa	21	21
23-Apr-1945	"North Barrule , Isle of Man"	England	Military - U.S. Air Force	31	31
27-Apr-1945		Washington D.C.	Page Airways	6	13
5-May-1945	Manus Island	New Guinea	Military - U.S. Army Air Forces	21	21
6-May-1945	Hindhead	England	Military - U.S. Army Air Forces	30	30
9-May-1945	Roye	France	Military -Royal Air Force	31	31
13-May-1945	Netherlands	New Guinea	Military - U.S. Army Air Forces	20	23
30-May-1945	Off Drewin	Ivory Coast	Military - U.S. Army Air Forces	21	21
15-Jun-1945		China	China National Aviation Corporation	3	3
24-Jun-1945	Gealdton	Australia	Mac Robertson Miller Airlines	2	11
25-Jun-1945	Swanage	England	Military -Royal Air Force	27	27
29-Jun-1945	Bangalore	India	Military - Royal Indian Air Force	2	2
30-Jun-1945		Texas	Military - U.S. Air Force	12	12
4-Jul-1945		North Atlantic Ocean	Military -Royal Air Force	15	15
11-Jul-1945	Near Kisumu	Kenya	Military - South African Air Force	28	28
12-Jul-1945	Near Florence	South Carolina	Eastern Air Lines / Military - U.S. Army Air Corps	3	10
28-Jul-1945	New York	New York	Military - U.S. Army Air Forces	3	3
1-Aug-1945	Near San Luis Potosi	Mexico	Lineas Aereas Mineras	12	12
3-Aug-1945	Fort de France	Martinique	Pan American World Airways	4	14
11-Aug-1945	Ixtaccihuati	Mexico	Mexicana	16	16
7-Sep-1945	Florence	South Carolina	Eastern Air Lines	22	22
11-Sep-1945	Near Milne Bay	New Guinea	Military - Royal Australian Air Force	11	11
15-Sep-1945	Near Kansas	Missouri	Military - U.S. Army Air Forces	23	24
18-Sep-1945	Puncak Jaya	Papua New Guinea	Military - Royal Australian Air Force	29	29
28-Sep-1945	Near Chihkiang	China	Military - United States Army Air Force	20	20
5-Oct-1945	Elvetham	England	Military -Royal Air Force	23	23
5-Oct-1945	Lakeland	Florida	National Airlines	2	15
7-Oct-1945	Rennes	France	Military - Royal Air Force	26	26
13-Oct-1945	Melsbroek	Belgium	Military -Royal Air Force	31	31
16-Oct-1945	Near Peking	China	Military - U.S. Army Air Forces	59	59
20-Oct-1945	Between Shanghi and Canton	China	China National Aviation Corporation	31	31
20-Oct-1945	Timor Sea	Atlantic Ocean	Military - Royal Australian Air Force	25	25
23-Oct-1945	Near Chiringa	India	Military - Royal Air Force	14	14
24-Oct-1945	Tarapoto	Peru	Faucett	5	5
